"account","n_res","n_oth","yrs_res_all","yrs_oth_all","yrs_res_min","yrs_oth_min","yrs_res_max","yrs_oth_max"
"0211720320007",1,0,"2015",NA,2015,NA,2015,NA
"0211720330006",1,0,"2010",NA,2010,NA,2010,NA
"0211730370007",0,1,NA,"2011",NA,2011,NA,2011
"0211740380003",1,0,"2013",NA,2013,NA,2013,NA
"0211740390004",1,0,"2012",NA,2012,NA,2012,NA
"0211740390009",1,0,"2009",NA,2009,NA,2009,NA
"0211750420001",1,0,"2015",NA,2015,NA,2015,NA
"0211750430016",1,0,"2012",NA,2012,NA,2012,NA
"0211750430022",1,0,"2005",NA,2005,NA,2005,NA
"0211750440007",1,0,"2006",NA,2006,NA,2006,NA
"0211750440020",1,0,"2007",NA,2007,NA,2007,NA
"0211760450011",1,0,"2012",NA,2012,NA,2012,NA
"0211760470021",1,0,"2012",NA,2012,NA,2012,NA
"0211770480012",1,0,"2009",NA,2009,NA,2009,NA
"0211790560012",2,0,"2012",NA,2012,NA,2012,NA
"0211790560021",1,0,"2006",NA,2006,NA,2006,NA
"0211800570010",1,0,"2012",NA,2012,NA,2012,NA
"0211800590001",0,1,NA,"2010",NA,2010,NA,2010
"0211850010014",1,0,"2012",NA,2012,NA,2012,NA
"0211850020015",1,0,"2006",NA,2006,NA,2006,NA
"0211850020016",1,0,"2012",NA,2012,NA,2012,NA
"0211860770021",1,0,"2015",NA,2015,NA,2015,NA
"0211880830018",0,1,NA,"2016",NA,2016,NA,2016
"0211920950014",1,0,"2009",NA,2009,NA,2009,NA
"0212080000001",0,1,NA,"2009",NA,2009,NA,2009
"0212460020001",0,1,NA,"2014",NA,2014,NA,2014
"0212490000006",1,0,"2012",NA,2012,NA,2012,NA
"0220020000010",1,0,"2013",NA,2013,NA,2013,NA
"0220050000002",0,1,NA,"2015",NA,2015,NA,2015
"0220240000007",1,0,"2014",NA,2014,NA,2014,NA
"0220300000015",0,1,NA,"2013",NA,2013,NA,2013
"0220340000026",0,1,NA,"2007",NA,2007,NA,2007
"0220360000007",0,1,NA,"2010",NA,2010,NA,2010
"0220370000039",1,0,"2016",NA,2016,NA,2016,NA
"0220380000020",0,1,NA,"2005",NA,2005,NA,2005
"0220390000013",1,0,"2009",NA,2009,NA,2009,NA
"0220400000012",1,0,"2010",NA,2010,NA,2010,NA
"0220520000016",1,0,"2009",NA,2009,NA,2009,NA
"0220560000008",1,0,"2015",NA,2015,NA,2015,NA
"0220590000029",1,0,"2014",NA,2014,NA,2014,NA
"0220600000075",1,0,"2014",NA,2014,NA,2014,NA
"0220600000089",1,0,"2014",NA,2014,NA,2014,NA
"0220880000010",0,1,NA,"2012",NA,2012,NA,2012
"0220890000006",1,0,"2010",NA,2010,NA,2010,NA
"0220900000005",1,0,"2009",NA,2009,NA,2009,NA
"0220920000010",1,0,"2015",NA,2015,NA,2015,NA
"0220930000002",1,0,"2013",NA,2013,NA,2013,NA
"0220940000001",1,0,"2014",NA,2014,NA,2014,NA
"0221010000011",0,1,NA,"2011",NA,2011,NA,2011
"0221020000003",1,0,"2013",NA,2013,NA,2013,NA
"0221020000004",1,0,"2014",NA,2014,NA,2014,NA
"0221020000006",1,0,"2014",NA,2014,NA,2014,NA
"0221030000005",2,0,"2008",NA,2008,NA,2008,NA
"0221030000027",1,0,"2014",NA,2014,NA,2014,NA
"0221040000001",1,0,"2010",NA,2010,NA,2010,NA
"0221040000012",1,0,"2010",NA,2010,NA,2010,NA
"0221060000026",1,0,"2014",NA,2014,NA,2014,NA
"0221070000006",1,0,"2006",NA,2006,NA,2006,NA
"0221070000016",0,1,NA,"2014",NA,2014,NA,2014
"0221070000020",1,0,"2008",NA,2008,NA,2008,NA
"0221300000030",1,0,"2009",NA,2009,NA,2009,NA
"0221320000014",1,0,"2009",NA,2009,NA,2009,NA
"0221340000005",1,0,"2015",NA,2015,NA,2015,NA
"0221340000018",1,0,"2012",NA,2012,NA,2012,NA
"0221350000012",1,0,"2008",NA,2008,NA,2008,NA
"0221350000017",0,1,NA,"2016",NA,2016,NA,2016
"0221350000031",1,0,"2009",NA,2009,NA,2009,NA
"0221350000035",1,0,"2014",NA,2014,NA,2014,NA
"0221380000003",1,0,"2015",NA,2015,NA,2015,NA
"0221400000035",1,0,"2008",NA,2008,NA,2008,NA
"0221440000016",0,1,NA,"2014",NA,2014,NA,2014
"0221450000004",1,0,"2007",NA,2007,NA,2007,NA
"0221470000019",1,0,"2015",NA,2015,NA,2015,NA
"0221490000023",1,0,"2011",NA,2011,NA,2011,NA
"0221540000006",1,0,"2010",NA,2010,NA,2010,NA
"0221540000007",7,0,"2010",NA,2010,NA,2010,NA
"0221540000013",7,0,"2010",NA,2010,NA,2010,NA
"0221540000014",7,0,"2010",NA,2010,NA,2010,NA
"0221540000015",7,0,"2010",NA,2010,NA,2010,NA
"0221550000011",2,0,"2010, 2011",NA,2010,NA,2011,NA
"0221570000012",1,0,"2012",NA,2012,NA,2012,NA
"0221580000003",1,0,"2009",NA,2009,NA,2009,NA
"0221580000005",1,0,"2008",NA,2008,NA,2008,NA
"0221600000012",1,0,"2014",NA,2014,NA,2014,NA
"0221630000006",1,0,"2005",NA,2005,NA,2005,NA
"0221660000002",0,1,NA,"2014",NA,2014,NA,2014
"0221660000007",1,0,"2008",NA,2008,NA,2008,NA
"0221660000012",1,0,"2006",NA,2006,NA,2006,NA
"0221670000009",2,0,"2008, 2010",NA,2008,NA,2010,NA
"0221670000010",1,0,"2008",NA,2008,NA,2008,NA
"0221680000006",1,0,"2014",NA,2014,NA,2014,NA
"0221700000012",1,0,"2008",NA,2008,NA,2008,NA
"0221710000001",1,0,"2006",NA,2006,NA,2006,NA
"0221720000003",1,0,"2015",NA,2015,NA,2015,NA
"0221730000001",1,0,"2012",NA,2012,NA,2012,NA
"0221730000005",1,0,"2015",NA,2015,NA,2015,NA
"0221760000010",1,0,"2008",NA,2008,NA,2008,NA
"0221770000003",1,0,"2010",NA,2010,NA,2010,NA
"0221770000004",0,1,NA,"2014",NA,2014,NA,2014
"0221780000011",3,0,"2013",NA,2013,NA,2013,NA
"0221910000003",1,0,"2008",NA,2008,NA,2008,NA
"0221960000014",0,1,NA,"2011",NA,2011,NA,2011
"0222030000007",1,0,"2015",NA,2015,NA,2015,NA
"0222030000044",1,0,"2015",NA,2015,NA,2015,NA
"0222050140003",0,1,NA,"2008",NA,2008,NA,2008
"0222050180005",0,1,NA,"2014",NA,2014,NA,2014
"0222050310001",1,0,"2009",NA,2009,NA,2009,NA
"0222210000001",1,0,"2008",NA,2008,NA,2008,NA
"0222210000015",0,1,NA,"2011",NA,2011,NA,2011
"0222260010005",1,0,"2010",NA,2010,NA,2010,NA
"0222280040005",1,0,"2013",NA,2013,NA,2013,NA
"0222310100026",1,0,"2006",NA,2006,NA,2006,NA
"0222320110002",1,0,"2015",NA,2015,NA,2015,NA
"0222320110034",1,0,"2012",NA,2012,NA,2012,NA
"0222320110036",1,0,"2014",NA,2014,NA,2014,NA
"0222320120002",1,0,"2006",NA,2006,NA,2006,NA
"0222320120009",1,0,"2014",NA,2014,NA,2014,NA
"0222320120048",1,0,"2014",NA,2014,NA,2014,NA
"0222330140002",1,0,"2015",NA,2015,NA,2015,NA
"0222330140004",1,0,"2010",NA,2010,NA,2010,NA
"0222330140027",1,0,"2006",NA,2006,NA,2006,NA
"0222330140029",1,0,"2006",NA,2006,NA,2006,NA
"0222340160034",1,0,"2008",NA,2008,NA,2008,NA
"0222370010015",0,1,NA,"2012",NA,2012,NA,2012
"0222370020019",1,0,"2009",NA,2009,NA,2009,NA
"0222390000002",0,1,NA,"2015",NA,2015,NA,2015
"0222390000014",0,1,NA,"2014",NA,2014,NA,2014
"0222390000032",0,1,NA,"2012",NA,2012,NA,2012
"0222400010002",0,1,NA,"2011",NA,2011,NA,2011
"0222420000078",1,0,"2014",NA,2014,NA,2014,NA
"0222420000081",0,1,NA,"2016",NA,2016,NA,2016
"0222420000086",0,1,NA,"2010",NA,2010,NA,2010
"0222420000088",0,1,NA,"2008",NA,2008,NA,2008
"0222430000085",0,1,NA,"2009",NA,2009,NA,2009
"0222430000136",0,1,NA,"2009",NA,2009,NA,2009
"0222440000059",0,1,NA,"2011",NA,2011,NA,2011
"0222440000075",1,0,"2015",NA,2015,NA,2015,NA
"0222440030003",1,0,"2014",NA,2014,NA,2014,NA
"0222450000114",0,1,NA,"2010",NA,2010,NA,2010
"0222460000178",0,1,NA,"2014",NA,2014,NA,2014
"0222460220123",1,0,"2009",NA,2009,NA,2009,NA
"0222460240146",0,1,NA,"2008",NA,2008,NA,2008
"0230070000004",1,0,"2006",NA,2006,NA,2006,NA
"0230070000007",1,0,"2010",NA,2010,NA,2010,NA
"0230110000004",1,0,"2008",NA,2008,NA,2008,NA
"0230160000008",1,0,"2010",NA,2010,NA,2010,NA
"0230210000013",1,0,"2013",NA,2013,NA,2013,NA
"0230230000003",0,1,NA,"2011",NA,2011,NA,2011
"0230250000003",1,0,"2009",NA,2009,NA,2009,NA
"0230270000012",1,0,"2015",NA,2015,NA,2015,NA
"0230280000008",1,0,"2015",NA,2015,NA,2015,NA
"0230310000008",1,0,"2014",NA,2014,NA,2014,NA
"0230480000002",2,0,"2015",NA,2015,NA,2015,NA
"0230630000003",1,0,"2015",NA,2015,NA,2015,NA
"0230670000008",0,1,NA,"2011",NA,2011,NA,2011
"0230770000006",0,1,NA,"2009",NA,2009,NA,2009
"0230810000003",1,0,"2011",NA,2011,NA,2011,NA
"0230830000014",1,0,"2016",NA,2016,NA,2016,NA
"0230830000020",1,0,"2013",NA,2013,NA,2013,NA
"0230940000001",0,1,NA,"2008",NA,2008,NA,2008
"0230990000024",1,0,"2014",NA,2014,NA,2014,NA
"0231000000006",1,0,"2012",NA,2012,NA,2012,NA
"0231010000003",1,0,"2015",NA,2015,NA,2015,NA
"0231030000028",1,0,"2013",NA,2013,NA,2013,NA
"0231030000029",1,0,"2013",NA,2013,NA,2013,NA
"0231040000016",1,0,"2013",NA,2013,NA,2013,NA
"0231050000017",1,0,"2008",NA,2008,NA,2008,NA
"0231050000026",1,0,"2009",NA,2009,NA,2009,NA
"0231050000030",1,0,"2009",NA,2009,NA,2009,NA
"0231050000037",1,0,"2009",NA,2009,NA,2009,NA
"0231290000001",1,0,"2013",NA,2013,NA,2013,NA
"0231360000234",1,0,"2006",NA,2006,NA,2006,NA
"0231360000235",1,0,"2012",NA,2012,NA,2012,NA
"0231360000256",0,1,NA,"2005",NA,2005,NA,2005
"0231360000299",1,0,"2010",NA,2010,NA,2010,NA
"0231360000377",1,0,"2007",NA,2007,NA,2007,NA
"0231360010005",1,0,"2014",NA,2014,NA,2014,NA
"0231370000313",1,0,"2005",NA,2005,NA,2005,NA
"0231370000342",1,0,"2005",NA,2005,NA,2005,NA
"0231390000397",1,0,"2007",NA,2007,NA,2007,NA
"0231390000421",1,0,"2007",NA,2007,NA,2007,NA
"0231390000474",1,0,"2010",NA,2010,NA,2010,NA
"0231390770377",1,0,"2010",NA,2010,NA,2010,NA
"0231400000400",0,2,NA,"2008, 2014",NA,2008,NA,2014
"0231400000437",1,0,"2012",NA,2012,NA,2012,NA
"0231400000454",1,0,"2007",NA,2007,NA,2007,NA
"0231400000463",1,0,"2010",NA,2010,NA,2010,NA
"0231400000523",0,4,NA,"2009",NA,2009,NA,2009
"0231400000547",1,0,"2013",NA,2013,NA,2013,NA
"0231410000432",1,0,"2005",NA,2005,NA,2005,NA
"0231410000437",1,0,"2013",NA,2013,NA,2013,NA
"0231410000461",1,0,"2014",NA,2014,NA,2014,NA
"0231410000464",1,0,"2015",NA,2015,NA,2015,NA
"0231410000503",1,0,"2008",NA,2008,NA,2008,NA
"0231410000512",1,0,"2010",NA,2010,NA,2010,NA
"0231410000513",1,0,"2010",NA,2010,NA,2010,NA
"0231410000517",1,0,"2010",NA,2010,NA,2010,NA
"0231410000526",1,0,"2014",NA,2014,NA,2014,NA
"0231410000533",1,0,"2015",NA,2015,NA,2015,NA
"0231410000536",1,0,"2009",NA,2009,NA,2009,NA
"0231410000537",1,0,"2006",NA,2006,NA,2006,NA
"0231410000560",1,0,"2010",NA,2010,NA,2010,NA
"0231410000654",1,0,"2009",NA,2009,NA,2009,NA
"0231410000686",0,2,NA,"2010, 2014",NA,2010,NA,2014
"0231440000599",0,1,NA,"2009",NA,2009,NA,2009
"0231440000623",0,1,NA,"2009",NA,2009,NA,2009
"0231450000653",0,1,NA,"2008",NA,2008,NA,2008
"0231460000798",0,1,NA,"2008",NA,2008,NA,2008
"0231470000918",1,0,"2015",NA,2015,NA,2015,NA
"0231470000919",1,0,"2014",NA,2014,NA,2014,NA
"0231530000017",1,0,"2014",NA,2014,NA,2014,NA
"0231610000025",1,0,"2007",NA,2007,NA,2007,NA
"0231620180003",1,0,"2010",NA,2010,NA,2010,NA
"0231650250030",1,0,"2010",NA,2010,NA,2010,NA
"0231670000019",1,0,"2009",NA,2009,NA,2009,NA
"0231680300025",1,0,"2011",NA,2011,NA,2011,NA
"0231700000014",1,0,"2010",NA,2010,NA,2010,NA
"0231730000014",1,0,"2013",NA,2013,NA,2013,NA
"0231740000001",0,1,NA,"2010",NA,2010,NA,2010
"0231750000032",1,0,"2012",NA,2012,NA,2012,NA
"0231760000015",0,1,NA,"2011",NA,2011,NA,2011
"0231760000022",0,1,NA,"2014",NA,2014,NA,2014
"0231770400002",0,1,NA,"2012",NA,2012,NA,2012
"0231770400015",1,0,"2013",NA,2013,NA,2013,NA
"0231770410027",0,1,NA,"2012",NA,2012,NA,2012
"0231780000009",0,1,NA,"2011",NA,2011,NA,2011
"0231790000027",0,1,NA,"2009",NA,2009,NA,2009
"0231820470033",0,1,NA,"2013",NA,2013,NA,2013
"0231820470034",0,1,NA,"2014",NA,2014,NA,2014
"0231830500001",1,0,"2007",NA,2007,NA,2007,NA
"0231830500013",1,0,"2014",NA,2014,NA,2014,NA
"0231870000029",0,1,NA,"2010",NA,2010,NA,2010
"0231880000018",1,0,"2007",NA,2007,NA,2007,NA
"0231880000030",1,0,"2007",NA,2007,NA,2007,NA
"0231890000021",0,1,NA,"2015",NA,2015,NA,2015
"0231910000032",2,0,"2013, 2015",NA,2013,NA,2015,NA
"0231930000011",0,2,NA,"2005",NA,2005,NA,2005
"0231940000025",1,0,"2005",NA,2005,NA,2005,NA
"0231950000007",1,0,"2005",NA,2005,NA,2005,NA
"0231960630026",1,0,"2007",NA,2007,NA,2007,NA
"0231970660005",1,0,"2009",NA,2009,NA,2009,NA
"0231970660007",1,0,"2007",NA,2007,NA,2007,NA
"0231980680010",0,1,NA,"2008",NA,2008,NA,2008
"0231980680025",1,0,"2015",NA,2015,NA,2015,NA
"0232000710027",1,0,"2006",NA,2006,NA,2006,NA
"0232000720014",1,0,"2010",NA,2010,NA,2010,NA
"0232010740012",1,0,"2012",NA,2012,NA,2012,NA
"0232010740027",1,0,"2012",NA,2012,NA,2012,NA
"0232030780019",1,0,"2007",NA,2007,NA,2007,NA
"0232030780031",1,0,"2005",NA,2005,NA,2005,NA
"0232030790015",0,1,NA,"2007",NA,2007,NA,2007
"0232040800005",1,0,"2015",NA,2015,NA,2015,NA
"0232040800007",1,0,"2014",NA,2014,NA,2014,NA
"0232040800009",1,0,"2015",NA,2015,NA,2015,NA
"0232040800013",1,0,"2007",NA,2007,NA,2007,NA
"0232040800020",1,0,"2012",NA,2012,NA,2012,NA
"0232080880001",1,0,"2007",NA,2007,NA,2007,NA
"0232080880017",1,0,"2006",NA,2006,NA,2006,NA
"0232080880025",1,0,"2012",NA,2012,NA,2012,NA
"0232080880027",1,0,"2013",NA,2013,NA,2013,NA
"0232080890023",1,0,"2006",NA,2006,NA,2006,NA
"0232080890024",1,0,"2006",NA,2006,NA,2006,NA
"0232080890025",1,0,"2008",NA,2008,NA,2008,NA
"0232080890029",1,0,"2012",NA,2012,NA,2012,NA
"0232120950001",0,2,NA,"2014",NA,2014,NA,2014
"0232120960017",0,1,NA,"2013",NA,2013,NA,2013
"0232160030001",0,1,NA,"2011",NA,2011,NA,2011
"0232160040019",1,0,"2007",NA,2007,NA,2007,NA
"0232170050019",1,0,"2006",NA,2006,NA,2006,NA
"0232170050022",1,0,"2008",NA,2008,NA,2008,NA
"0232170050024",1,0,"2007",NA,2007,NA,2007,NA
"0232190090008",0,1,NA,"2014",NA,2014,NA,2014
"0232190090009",0,1,NA,"2015",NA,2015,NA,2015
"0232190090030",0,1,NA,"2009",NA,2009,NA,2009
"0232210130013",1,0,"2008",NA,2008,NA,2008,NA
"0232230000011",1,0,"2013",NA,2013,NA,2013,NA
"0232300290017",1,0,"2008",NA,2008,NA,2008,NA
"0232310310026",1,0,"2008",NA,2008,NA,2008,NA
"0232340360028",1,0,"2012",NA,2012,NA,2012,NA
"0232340370008",1,0,"2011",NA,2011,NA,2011,NA
"0232360000034",1,0,"2013",NA,2013,NA,2013,NA
"0232430530028",1,0,"2013",NA,2013,NA,2013,NA
"0232470600012",1,0,"2010",NA,2010,NA,2010,NA
"0232570820001",1,0,"2011",NA,2011,NA,2011,NA
"0240030950001",0,1,NA,"2011",NA,2011,NA,2011
"0240040970014",0,1,NA,"2011",NA,2011,NA,2011
"0240040980008",0,1,NA,"2010",NA,2010,NA,2010
"0240040980024",0,1,NA,"2011",NA,2011,NA,2011
"0240050000013",0,1,NA,"2008",NA,2008,NA,2008
"0240050010031",1,0,"2013",NA,2013,NA,2013,NA
"0240050020001",1,0,"2015",NA,2015,NA,2015,NA
"0240060150021",1,0,"2013",NA,2013,NA,2013,NA
"0240070170029",1,0,"2012",NA,2012,NA,2012,NA
"0240100270017",1,0,"2015",NA,2015,NA,2015,NA
"0240160510003",1,0,"2010",NA,2010,NA,2010,NA
"0240160510007",1,0,"2015",NA,2015,NA,2015,NA
"0240160510010",1,0,"2010",NA,2010,NA,2010,NA
"0240170520025",1,0,"2009",NA,2009,NA,2009,NA
"0240180650003",2,0,"2011, 2013",NA,2011,NA,2013,NA
"0240180650015",1,0,"2013",NA,2013,NA,2013,NA
"0240210720006",0,1,NA,"2012",NA,2012,NA,2012
"0240340000010",0,1,NA,"2008",NA,2008,NA,2008
"0240350060001",0,1,NA,"2010",NA,2010,NA,2010
"0240350190001",0,2,NA,"2009, 2011",NA,2009,NA,2011
"0240390310001",1,0,"2007",NA,2007,NA,2007,NA
"0240390310003",1,0,"2007",NA,2007,NA,2007,NA
"0240400320001",0,1,NA,"2013",NA,2013,NA,2013
"0240690470017",1,0,"2012",NA,2012,NA,2012,NA
"0240870150009",0,1,NA,"2015",NA,2015,NA,2015
"0240870150027",0,1,NA,"2014",NA,2014,NA,2014
"0240870160021",0,1,NA,"2014",NA,2014,NA,2014
"0241010870002",0,1,NA,"2015",NA,2015,NA,2015
"0241150670017",0,1,NA,"2009",NA,2009,NA,2009
"0241520810022",0,1,NA,"2009",NA,2009,NA,2009
"0241520820019",1,0,"2009",NA,2009,NA,2009,NA
"0241520820021",1,0,"2009",NA,2009,NA,2009,NA
"0241530830023",1,0,"2009",NA,2009,NA,2009,NA
"0241530830026",1,0,"2010",NA,2010,NA,2010,NA
"0241530830029",0,1,NA,"2009",NA,2009,NA,2009
"0241530830043",1,0,"2009",NA,2009,NA,2009,NA
"0241530840005",1,0,"2014",NA,2014,NA,2014,NA
"0241640080014",1,0,"2010",NA,2010,NA,2010,NA
"0241640090014",1,0,"2007",NA,2007,NA,2007,NA
"0241640090016",1,0,"2007",NA,2007,NA,2007,NA
"0241790610002",1,0,"2011",NA,2011,NA,2011,NA
"0241930200001",1,0,"2009",NA,2009,NA,2009,NA
"0242790370004",0,2,NA,"2010, 2012",NA,2010,NA,2012
"0242910000001",1,0,"2007",NA,2007,NA,2007,NA
"0242990460001",0,1,NA,"2012",NA,2012,NA,2012
"0243090010009",1,0,"2013",NA,2013,NA,2013,NA
"0250030240009",1,0,"2015",NA,2015,NA,2015,NA
"0250080000001",2,0,"2015",NA,2015,NA,2015,NA
"0250080000007",1,0,"2012",NA,2012,NA,2012,NA
"0250080000011",1,0,"2015",NA,2015,NA,2015,NA
"0250100000001",1,1,"2012","2012",2012,2012,2012,2012
"0250210000001",0,1,NA,"2006",NA,2006,NA,2006
"0250240330013",1,0,"2010",NA,2010,NA,2010,NA
"0250240390012",1,0,"2014",NA,2014,NA,2014,NA
"0250240440008",1,0,"2013",NA,2013,NA,2013,NA
"0250240460014",1,0,"2015",NA,2015,NA,2015,NA
"0250240460021",1,0,"2008",NA,2008,NA,2008,NA
"0250240480009",1,0,"2013",NA,2013,NA,2013,NA
"0250240490003",1,0,"2014",NA,2014,NA,2014,NA
"0250270000004",0,1,NA,"2012",NA,2012,NA,2012
"0250370000068",4,0,"2011, 2016",NA,2011,NA,2016,NA
"0250370000106",0,2,NA,"2009",NA,2009,NA,2009
"0250380000122",0,1,NA,"2008",NA,2008,NA,2008
"0250390000161",1,0,"2008",NA,2008,NA,2008,NA
"0250400000180",0,1,NA,"2015",NA,2015,NA,2015
"0250400000192",1,0,"2010",NA,2010,NA,2010,NA
"0250400000194",0,1,NA,"2010",NA,2010,NA,2010
"0250400000203",1,0,"2013",NA,2013,NA,2013,NA
"0250400000207",1,0,"2011",NA,2011,NA,2011,NA
"0250410000231",0,4,NA,"2008, 2009",NA,2008,NA,2009
"0250410000242",1,0,"2009",NA,2009,NA,2009,NA
"0250440780003",1,0,"2010",NA,2010,NA,2010,NA
"0250450000110",1,0,"2014",NA,2014,NA,2014,NA
"0250510000006",2,0,"2012",NA,2012,NA,2012,NA
"0250510000010",1,0,"2015",NA,2015,NA,2015,NA
"0250530000002",1,0,"2016",NA,2016,NA,2016,NA
"0250530000009",1,0,"2014",NA,2014,NA,2014,NA
"0250540000001",1,0,"2008",NA,2008,NA,2008,NA
"0250770000001",0,2,NA,"2011, 2012",NA,2011,NA,2012
"0250770000028",0,1,NA,"2011",NA,2011,NA,2011
"0250880000050",0,1,NA,"2009",NA,2009,NA,2009
"0250960000032",1,0,"2008",NA,2008,NA,2008,NA
"0251080000044",1,0,"2006",NA,2006,NA,2006,NA
"0251130000001",1,0,"2006",NA,2006,NA,2006,NA
"0251150000046",1,0,"2009",NA,2009,NA,2009,NA
"0251160000063",1,0,"2014",NA,2014,NA,2014,NA
"0251240000025",1,0,"2011",NA,2011,NA,2011,NA
"0251250000034",1,0,"2014",NA,2014,NA,2014,NA
"0251260000006",1,0,"2015",NA,2015,NA,2015,NA
"0251260000028",1,0,"2007",NA,2007,NA,2007,NA
"0251270000022",1,0,"2009",NA,2009,NA,2009,NA
"0251270000038",1,0,"2011",NA,2011,NA,2011,NA
"0251290000001",0,1,NA,"2010",NA,2010,NA,2010
"0251290000035",1,0,"2010",NA,2010,NA,2010,NA
"0251360000030",1,0,"2011",NA,2011,NA,2011,NA
"0251380000012",1,0,"2007",NA,2007,NA,2007,NA
"0251380000023",0,1,NA,"2011",NA,2011,NA,2011
"0251390000046",1,0,"2011",NA,2011,NA,2011,NA
"0251430000045",1,0,"2009",NA,2009,NA,2009,NA
"0251450000018",2,0,"2014, 2015",NA,2014,NA,2015,NA
"0251460000017",0,1,NA,"2010",NA,2010,NA,2010
"0251490000005",1,0,"2010",NA,2010,NA,2010,NA
"0251490000051",0,1,NA,"2009",NA,2009,NA,2009
"0251560000032",1,0,"2009",NA,2009,NA,2009,NA
"0251580000021",1,0,"2006",NA,2006,NA,2006,NA
"0251630000009",1,0,"2011",NA,2011,NA,2011,NA
"0251630000013",1,0,"2008",NA,2008,NA,2008,NA
"0251640000003",1,0,"2011",NA,2011,NA,2011,NA
"0251640000004",1,0,"2010",NA,2010,NA,2010,NA
"0251660000034",1,0,"2010",NA,2010,NA,2010,NA
"0251660000037",1,0,"2005",NA,2005,NA,2005,NA
"0251660000040",1,0,"2011",NA,2011,NA,2011,NA
"0251670780024",1,0,"2008",NA,2008,NA,2008,NA
"0251700000023",1,0,"2012",NA,2012,NA,2012,NA
"0251700000027",1,0,"2011",NA,2011,NA,2011,NA
"0251710000040",1,0,"2012",NA,2012,NA,2012,NA
"0251720000036",1,0,"2012",NA,2012,NA,2012,NA
"0251720000052",1,0,"2012",NA,2012,NA,2012,NA
"0251730000028",1,0,"2010",NA,2010,NA,2010,NA
"0251740000017",1,0,"2013",NA,2013,NA,2013,NA
"0251740000018",1,0,"2011",NA,2011,NA,2011,NA
"0251760000023",1,0,"2014",NA,2014,NA,2014,NA
"0251780000018",1,0,"2012",NA,2012,NA,2012,NA
"0251780000028",1,0,"2015",NA,2015,NA,2015,NA
"0251790000001",1,0,"2012",NA,2012,NA,2012,NA
"0251790000031",1,0,"2012",NA,2012,NA,2012,NA
"0251880000050",1,0,"2010",NA,2010,NA,2010,NA
"0251880000051",0,1,NA,"2011",NA,2011,NA,2011
"0251890000001",1,0,"2012",NA,2012,NA,2012,NA
"0251890000013",1,0,"2011",NA,2011,NA,2011,NA
"0252000000001",1,0,"2012",NA,2012,NA,2012,NA
"0252070000047",0,1,NA,"2016",NA,2016,NA,2016
"0252100000047",1,0,"2006",NA,2006,NA,2006,NA
"0252150000016",0,1,NA,"2005",NA,2005,NA,2005
"0252220000012",1,0,"2007",NA,2007,NA,2007,NA
"0252220000017",1,0,"2008",NA,2008,NA,2008,NA
"0252220000034",0,1,NA,"2012",NA,2012,NA,2012
"0252240000007",0,1,NA,"2010",NA,2010,NA,2010
"0252270000030",1,0,"2013",NA,2013,NA,2013,NA
"0252270000034",1,0,"2012",NA,2012,NA,2012,NA
"0252340000010",1,0,"2008",NA,2008,NA,2008,NA
"0252350000012",1,0,"2008",NA,2008,NA,2008,NA
"0252370000007",1,0,"2009",NA,2009,NA,2009,NA
"0252400000001",1,0,"2007",NA,2007,NA,2007,NA
"0252400000003",1,0,"2012",NA,2012,NA,2012,NA
"0252400000023",1,0,"2007",NA,2007,NA,2007,NA
"0252410000037",1,0,"2012",NA,2012,NA,2012,NA
"0252420000007",1,0,"2008",NA,2008,NA,2008,NA
"0252420000037",1,0,"2006",NA,2006,NA,2006,NA
"0252420000052",1,0,"2009",NA,2009,NA,2009,NA
"0260050000001",0,1,NA,"2011",NA,2011,NA,2011
"0260070000003",0,1,NA,"2011",NA,2011,NA,2011
"0260070000009",1,0,"2011",NA,2011,NA,2011,NA
"0260070000024",1,0,"2012",NA,2012,NA,2012,NA
"0260240070013",1,0,"2013",NA,2013,NA,2013,NA
"0260250000017",0,1,NA,"2011",NA,2011,NA,2011
"0260310000002",1,0,"2013",NA,2013,NA,2013,NA
"0260320000011",1,0,"2013",NA,2013,NA,2013,NA
"0260320000015",1,0,"2010",NA,2010,NA,2010,NA
"0260320000019",1,0,"2010",NA,2010,NA,2010,NA
"0260380000011",1,0,"2011",NA,2011,NA,2011,NA
"0260450000003",1,0,"2010",NA,2010,NA,2010,NA
"0260480000010",0,1,NA,"2012",NA,2012,NA,2012
"0260550010002",0,1,NA,"2011",NA,2011,NA,2011
"0260550010004",0,1,NA,"2015",NA,2015,NA,2015
"0260550020001",0,1,NA,"2015",NA,2015,NA,2015
"0260590000010",1,0,"2015",NA,2015,NA,2015,NA
"0260630000014",1,0,"2012",NA,2012,NA,2012,NA
"0260740000001",0,1,NA,"2010",NA,2010,NA,2010
"0260830000001",1,0,"2013",NA,2013,NA,2013,NA
"0260920000009",1,0,"2006",NA,2006,NA,2006,NA
"0260990000004",1,0,"2013",NA,2013,NA,2013,NA
"0260990000010",1,0,"2010",NA,2010,NA,2010,NA
"0260990000013",1,0,"2011",NA,2011,NA,2011,NA
"0261000000001",0,1,NA,"2013",NA,2013,NA,2013
"0261020000001",1,0,"2010",NA,2010,NA,2010,NA
"0261020000002",1,0,"2009",NA,2009,NA,2009,NA
"0261100040007",1,0,"2010",NA,2010,NA,2010,NA
