"account","n_res","n_oth","yrs_res_all","yrs_oth_all","yrs_res_min","yrs_oth_min","yrs_res_max","yrs_oth_max"
"0780240300008",1,0,"2007",NA,2007,NA,2007,NA
"0780240320001",1,0,"2008",NA,2008,NA,2008,NA
"0780240340009",1,0,"2007",NA,2007,NA,2007,NA
"0780240360023",1,0,"2013",NA,2013,NA,2013,NA
"0780240370013",1,0,"2012",NA,2012,NA,2012,NA
"0780240380006",1,0,"2016",NA,2016,NA,2016,NA
"0780240380007",1,0,"2015",NA,2015,NA,2015,NA
"0780240390012",1,0,"2011",NA,2011,NA,2011,NA
"0780240410012",1,0,"2008",NA,2008,NA,2008,NA
"0780240410017",1,0,"2014",NA,2014,NA,2014,NA
"0780250010011",1,0,"2010",NA,2010,NA,2010,NA
"0780250020003",1,0,"2009",NA,2009,NA,2009,NA
"0780250020012",1,0,"2014",NA,2014,NA,2014,NA
"0780250040004",2,0,"2013",NA,2013,NA,2013,NA
"0780250040015",1,0,"2006",NA,2006,NA,2006,NA
"0780250050011",1,0,"2005",NA,2005,NA,2005,NA
"0780250060007",1,0,"2013",NA,2013,NA,2013,NA
"0780250060009",1,0,"2012",NA,2012,NA,2012,NA
"0780290020012",1,0,"2009",NA,2009,NA,2009,NA
"0780290030011",1,0,"2012",NA,2012,NA,2012,NA
"0780290070004",1,0,"2008",NA,2008,NA,2008,NA
"0780290090009",1,0,"2012",NA,2012,NA,2012,NA
"0780290110005",1,0,"2006",NA,2006,NA,2006,NA
"0780290120001",0,1,NA,"2012",NA,2012,NA,2012
"0780310020010",1,0,"2007",NA,2007,NA,2007,NA
"0780310020020",1,0,"2005",NA,2005,NA,2005,NA
"0780310030004",1,0,"2014",NA,2014,NA,2014,NA
"0780310030009",1,0,"2013",NA,2013,NA,2013,NA
"0780310030011",1,0,"2013",NA,2013,NA,2013,NA
"0780310030015",1,0,"2014",NA,2014,NA,2014,NA
"0780310030018",1,0,"2007",NA,2007,NA,2007,NA
"0780330010016",1,0,"2007",NA,2007,NA,2007,NA
"0780330020005",1,0,"2010",NA,2010,NA,2010,NA
"0780370010010",1,0,"2005",NA,2005,NA,2005,NA
"0780370020001",1,0,"2008",NA,2008,NA,2008,NA
"0780370030005",1,0,"2013",NA,2013,NA,2013,NA
"0780370030007",1,0,"2007",NA,2007,NA,2007,NA
"0780370030009",1,0,"2013",NA,2013,NA,2013,NA
"0780370050002",1,0,"2015",NA,2015,NA,2015,NA
"0780410000014",1,0,"2008",NA,2008,NA,2008,NA
"0780430010011",1,0,"2008",NA,2008,NA,2008,NA
"0780430010013",1,0,"2008",NA,2008,NA,2008,NA
"0780430030011",1,0,"2005",NA,2005,NA,2005,NA
"0780430030012",1,0,"2007",NA,2007,NA,2007,NA
"0780450000003",1,0,"2006",NA,2006,NA,2006,NA
"0780550010002",1,0,"2014",NA,2014,NA,2014,NA
"0780550010008",2,0,"2006, 2010",NA,2006,NA,2010,NA
"0780550010009",1,0,"2015",NA,2015,NA,2015,NA
"0780550010010",1,0,"2009",NA,2009,NA,2009,NA
"0780550010014",1,0,"2012",NA,2012,NA,2012,NA
"0780550010017",1,0,"2006",NA,2006,NA,2006,NA
"0780550010018",1,0,"2014",NA,2014,NA,2014,NA
"0780550010019",2,0,"2006, 2010",NA,2006,NA,2010,NA
"0780550030006",1,0,"2014",NA,2014,NA,2014,NA
"0780550030008",1,0,"2014",NA,2014,NA,2014,NA
"0780550030009",1,0,"2007",NA,2007,NA,2007,NA
"0780550030016",1,0,"2008",NA,2008,NA,2008,NA
"0780550030018",1,0,"2007",NA,2007,NA,2007,NA
"0780550040002",1,0,"2014",NA,2014,NA,2014,NA
"0780550040005",1,0,"2008",NA,2008,NA,2008,NA
"0780550040011",1,0,"2011",NA,2011,NA,2011,NA
"0780550040014",1,0,"2012",NA,2012,NA,2012,NA
"0780550040021",1,0,"2013",NA,2013,NA,2013,NA
"0780550040022",1,0,"2005",NA,2005,NA,2005,NA
"0780550050001",1,0,"2015",NA,2015,NA,2015,NA
"0780550050006",1,0,"2005",NA,2005,NA,2005,NA
"0780550060002",1,0,"2007",NA,2007,NA,2007,NA
"0780550060003",1,0,"2012",NA,2012,NA,2012,NA
"0780570020018",1,0,"2006",NA,2006,NA,2006,NA
"0780580010028",1,0,"2010",NA,2010,NA,2010,NA
"0780580060093",1,0,"2015",NA,2015,NA,2015,NA
"0780590010007",1,0,"2014",NA,2014,NA,2014,NA
"0780590020005",1,0,"2014",NA,2014,NA,2014,NA
"0780590030011",1,0,"2007",NA,2007,NA,2007,NA
"0780590040003",1,0,"2015",NA,2015,NA,2015,NA
"0780590040004",1,0,"2008",NA,2008,NA,2008,NA
"0780590040012",1,0,"2015",NA,2015,NA,2015,NA
"0780590050015",1,0,"2012",NA,2012,NA,2012,NA
"0780590050019",1,0,"2012",NA,2012,NA,2012,NA
"0780590070004",1,0,"2015",NA,2015,NA,2015,NA
"0780590070016",1,0,"2015",NA,2015,NA,2015,NA
"0780590080011",1,0,"2011",NA,2011,NA,2011,NA
"0780590080019",1,0,"2015",NA,2015,NA,2015,NA
"0780590120010",1,0,"2011",NA,2011,NA,2011,NA
"0780590120014",1,0,"2008",NA,2008,NA,2008,NA
"0780590120017",1,0,"2009",NA,2009,NA,2009,NA
"0780610000008",1,0,"2010",NA,2010,NA,2010,NA
"0780660060039",1,0,"2005",NA,2005,NA,2005,NA
"0780670020003",1,0,"2012",NA,2012,NA,2012,NA
"0780850030010",1,0,"2008",NA,2008,NA,2008,NA
"0780870010002",1,0,"2015",NA,2015,NA,2015,NA
"0780950050048",1,0,"2008",NA,2008,NA,2008,NA
"0780970020028",1,0,"2015",NA,2015,NA,2015,NA
"0780980010043",1,0,"2012",NA,2012,NA,2012,NA
"0780980020001",1,0,"2015",NA,2015,NA,2015,NA
"0781010010003",1,0,"2008",NA,2008,NA,2008,NA
"0781010010004",1,0,"2012",NA,2012,NA,2012,NA
"0781010020011",1,0,"2008",NA,2008,NA,2008,NA
"0781030010008",1,0,"2008",NA,2008,NA,2008,NA
"0781030050039",1,0,"2012",NA,2012,NA,2012,NA
"0781030050044",1,0,"2008",NA,2008,NA,2008,NA
"0781040020010",1,0,"2012",NA,2012,NA,2012,NA
"0781040020012",1,0,"2012",NA,2012,NA,2012,NA
"0781040020013",1,0,"2013",NA,2013,NA,2013,NA
"0781040050037",1,0,"2009",NA,2009,NA,2009,NA
"0781040060055",1,0,"2010",NA,2010,NA,2010,NA
"0781040070060",1,0,"2012",NA,2012,NA,2012,NA
"0781040080069",2,0,"2013",NA,2013,NA,2013,NA
"0781040080070",1,0,"2008",NA,2008,NA,2008,NA
"0781050010015",1,0,"2006",NA,2006,NA,2006,NA
"0781070010001",1,0,"2013",NA,2013,NA,2013,NA
"0781070010009",1,0,"2012",NA,2012,NA,2012,NA
"0781070020001",1,0,"2015",NA,2015,NA,2015,NA
"0781070020002",1,0,"2013",NA,2013,NA,2013,NA
"0781070020012",1,0,"2008",NA,2008,NA,2008,NA
"0781070020015",1,0,"2007",NA,2007,NA,2007,NA
"0781070030004",1,0,"2015",NA,2015,NA,2015,NA
"0781070030009",1,0,"2014",NA,2014,NA,2014,NA
"0781070030010",1,0,"2005",NA,2005,NA,2005,NA
"0781090010001",1,0,"2005",NA,2005,NA,2005,NA
"0781090010005",1,0,"2008",NA,2008,NA,2008,NA
"0781090010007",1,0,"2014",NA,2014,NA,2014,NA
"0781090020004",1,0,"2008",NA,2008,NA,2008,NA
"0781090020005",1,0,"2009",NA,2009,NA,2009,NA
"0781090020006",2,0,"2014, 2015",NA,2014,NA,2015,NA
"0781090020008",1,0,"2014",NA,2014,NA,2014,NA
"0781110000019",1,0,"2011",NA,2011,NA,2011,NA
"0781110000032",1,0,"2015",NA,2015,NA,2015,NA
"0781110000097",1,0,"2012",NA,2012,NA,2012,NA
"0781120000001",1,0,"2013",NA,2013,NA,2013,NA
"0781230010020",1,0,"2008",NA,2008,NA,2008,NA
"0781230010036",1,0,"2009",NA,2009,NA,2009,NA
"0781230010058",1,0,"2013",NA,2013,NA,2013,NA
"0781250050157",1,0,"2006",NA,2006,NA,2006,NA
"0781250060178",1,0,"2006",NA,2006,NA,2006,NA
"0781250060184",1,0,"2012",NA,2012,NA,2012,NA
"0781250070223",1,0,"2009",NA,2009,NA,2009,NA
"0781250090300",1,0,"2009",NA,2009,NA,2009,NA
"0781310000009",1,0,"2012",NA,2012,NA,2012,NA
"0781310000045",1,0,"2014",NA,2014,NA,2014,NA
"0790030030026",1,0,"2008",NA,2008,NA,2008,NA
"0790050010004",1,0,"2013",NA,2013,NA,2013,NA
"0790050040060",1,0,"2013",NA,2013,NA,2013,NA
"0790050040065",0,1,NA,"2011",NA,2011,NA,2011
"0790050050074",1,0,"2011",NA,2011,NA,2011,NA
"0790070060018",1,0,"2012",NA,2012,NA,2012,NA
"0790080180032",1,0,"2013",NA,2013,NA,2013,NA
"0790090240031",0,1,NA,"2010",NA,2010,NA,2010
"0790110010003",1,0,"2009",NA,2009,NA,2009,NA
"0790110060089",2,0,"2009, 2010",NA,2009,NA,2010,NA
"0790110060090",1,0,"2008",NA,2008,NA,2008,NA
"0790130010004",1,0,"2006",NA,2006,NA,2006,NA
"0790130010015",1,0,"2006",NA,2006,NA,2006,NA
"0790130010018",1,0,"2006",NA,2006,NA,2006,NA
"0790130010020",1,0,"2006",NA,2006,NA,2006,NA
"0790130020032",1,0,"2006",NA,2006,NA,2006,NA
"0790130020033",1,0,"2006",NA,2006,NA,2006,NA
"0790130030051",1,0,"2006",NA,2006,NA,2006,NA
"0790170020001",1,0,"2006",NA,2006,NA,2006,NA
"0790190010008",1,0,"2014",NA,2014,NA,2014,NA
"0790190010012",1,0,"2012",NA,2012,NA,2012,NA
"0790190010019",1,0,"2007",NA,2007,NA,2007,NA
"0790190010026",1,0,"2014",NA,2014,NA,2014,NA
"0790190010034",1,0,"2007",NA,2007,NA,2007,NA
"0790190010035",1,0,"2006",NA,2006,NA,2006,NA
"0790190010038",1,0,"2008",NA,2008,NA,2008,NA
"0790190020010",1,0,"2014",NA,2014,NA,2014,NA
"0790190020011",1,0,"2015",NA,2015,NA,2015,NA
"0790190020015",1,0,"2008",NA,2008,NA,2008,NA
"0790190020017",1,0,"2008",NA,2008,NA,2008,NA
"0790190020018",1,0,"2013",NA,2013,NA,2013,NA
"0790200010017",1,0,"2014",NA,2014,NA,2014,NA
"0790200010023",1,0,"2007",NA,2007,NA,2007,NA
"0790200010024",1,0,"2014",NA,2014,NA,2014,NA
"0790200010026",1,0,"2015",NA,2015,NA,2015,NA
"0790200010032",1,0,"2012",NA,2012,NA,2012,NA
"0790200010033",1,0,"2009",NA,2009,NA,2009,NA
"0790200020005",1,0,"2006",NA,2006,NA,2006,NA
"0790200020008",1,0,"2009",NA,2009,NA,2009,NA
"0790200020010",1,0,"2007",NA,2007,NA,2007,NA
"0790200020011",1,0,"2009",NA,2009,NA,2009,NA
"0790200020012",1,0,"2015",NA,2015,NA,2015,NA
"0790210010002",1,0,"2009",NA,2009,NA,2009,NA
"0790210010003",1,0,"2007",NA,2007,NA,2007,NA
"0790210010004",1,0,"2015",NA,2015,NA,2015,NA
"0790210010006",1,0,"2008",NA,2008,NA,2008,NA
"0790210010007",1,0,"2014",NA,2014,NA,2014,NA
"0790210020010",1,0,"2015",NA,2015,NA,2015,NA
"0790230010002",1,0,"2015",NA,2015,NA,2015,NA
"0790250020016",1,0,"2010",NA,2010,NA,2010,NA
"0790290010005",1,0,"2008",NA,2008,NA,2008,NA
"0790290020012",1,0,"2006",NA,2006,NA,2006,NA
"0790290070003",1,0,"2015",NA,2015,NA,2015,NA
"0790300110021",1,0,"2014",NA,2014,NA,2014,NA
"0790300130022",1,0,"2015",NA,2015,NA,2015,NA
"0790300190015",1,0,"2015",NA,2015,NA,2015,NA
"0790300190021",1,0,"2011",NA,2011,NA,2011,NA
"0790300240022",1,0,"2008",NA,2008,NA,2008,NA
"0790300250015",1,0,"2009",NA,2009,NA,2009,NA
"0790300310009",1,0,"2015",NA,2015,NA,2015,NA
"0790300340031",1,0,"2006",NA,2006,NA,2006,NA
"0790300380024",1,0,"2014",NA,2014,NA,2014,NA
"0790310000001",1,0,"2014",NA,2014,NA,2014,NA
"0790310000006",1,0,"2011",NA,2011,NA,2011,NA
"0790310000008",1,0,"2006",NA,2006,NA,2006,NA
"0790310000013",1,0,"2006",NA,2006,NA,2006,NA
"0790310000014",1,0,"2015",NA,2015,NA,2015,NA
"0790310000020",1,0,"2012",NA,2012,NA,2012,NA
"0790310000025",1,0,"2013",NA,2013,NA,2013,NA
"0790310000029",1,0,"2005",NA,2005,NA,2005,NA
"0790310000035",1,0,"2013",NA,2013,NA,2013,NA
"0790310000040",1,0,"2010",NA,2010,NA,2010,NA
"0790310000051",1,0,"2014",NA,2014,NA,2014,NA
"0790350010002",1,0,"2012",NA,2012,NA,2012,NA
"0790350010007",1,0,"2008",NA,2008,NA,2008,NA
"0790350010009",1,0,"2005",NA,2005,NA,2005,NA
"0790430010012",2,0,"2008, 2010",NA,2008,NA,2010,NA
"0790430030056",1,0,"2012",NA,2012,NA,2012,NA
"0790450010001",1,0,"2014",NA,2014,NA,2014,NA
"0790450010005",1,0,"2007",NA,2007,NA,2007,NA
"0790450020002",1,0,"2012",NA,2012,NA,2012,NA
"0790450020007",1,0,"2013",NA,2013,NA,2013,NA
"0790450020010",1,0,"2008",NA,2008,NA,2008,NA
"0790450020011",1,0,"2013",NA,2013,NA,2013,NA
"0790450030002",1,0,"2007",NA,2007,NA,2007,NA
"0790450030004",1,0,"2008",NA,2008,NA,2008,NA
"0790450030006",1,0,"2006",NA,2006,NA,2006,NA
"0790450030007",1,0,"2010",NA,2010,NA,2010,NA
"0790450030009",1,0,"2015",NA,2015,NA,2015,NA
"0790450030010",1,0,"2007",NA,2007,NA,2007,NA
"0790450040001",1,0,"2010",NA,2010,NA,2010,NA
"0790450040006",1,0,"2010",NA,2010,NA,2010,NA
"0790470010001",1,0,"2006",NA,2006,NA,2006,NA
"0790470060107",2,0,"2009, 2010",NA,2009,NA,2010,NA
"0790490000013",1,0,"2008",NA,2008,NA,2008,NA
"0790490000031",1,0,"2010",NA,2010,NA,2010,NA
"0790510010009",1,0,"2014",NA,2014,NA,2014,NA
"0790510010010",2,0,"2010",NA,2010,NA,2010,NA
"0790550010004",1,0,"2010",NA,2010,NA,2010,NA
"0790550050082",1,0,"2011",NA,2011,NA,2011,NA
"0790550050083",1,0,"2011",NA,2011,NA,2011,NA
"0790600060019",1,0,"2006",NA,2006,NA,2006,NA
"0790650000002",1,0,"2016",NA,2016,NA,2016,NA
"0790650000004",1,0,"2012",NA,2012,NA,2012,NA
"0790650000005",1,0,"2006",NA,2006,NA,2006,NA
"0790660020001",1,0,"2006",NA,2006,NA,2006,NA
"0790660020002",1,0,"2005",NA,2005,NA,2005,NA
"0790660020010",1,0,"2014",NA,2014,NA,2014,NA
"0790730010001",1,0,"2011",NA,2011,NA,2011,NA
"0790730020007",1,0,"2015",NA,2015,NA,2015,NA
"0790730020008",1,0,"2015",NA,2015,NA,2015,NA
"0790740000002",1,0,"2009",NA,2009,NA,2009,NA
"0790750010001",1,0,"2016",NA,2016,NA,2016,NA
"0790770020011",1,0,"2014",NA,2014,NA,2014,NA
"0790770030008",2,0,"2008, 2011",NA,2008,NA,2011,NA
"0790770030011",1,0,"2008",NA,2008,NA,2008,NA
"0790770030013",1,0,"2008",NA,2008,NA,2008,NA
"0790770050007",2,0,"2010",NA,2010,NA,2010,NA
"0790790020020",1,0,"2005",NA,2005,NA,2005,NA
"0790830010001",1,0,"2010",NA,2010,NA,2010,NA
"0790830020015",1,0,"2008",NA,2008,NA,2008,NA
"0790830030017",1,0,"2008",NA,2008,NA,2008,NA
"0790830040056",1,0,"2008",NA,2008,NA,2008,NA
"0790830050075",1,0,"2015",NA,2015,NA,2015,NA
"0790830060090",1,0,"2014",NA,2014,NA,2014,NA
"0790830060091",1,0,"2010",NA,2010,NA,2010,NA
"0790830080120",1,0,"2008",NA,2008,NA,2008,NA
"0790850060001",1,0,"2013",NA,2013,NA,2013,NA
"0790850070012",0,1,NA,"2011",NA,2011,NA,2011
"0790850080009",1,0,"2010",NA,2010,NA,2010,NA
"0790850110031",0,1,NA,"2010",NA,2010,NA,2010
"0790910020001",0,1,NA,"2008",NA,2008,NA,2008
"0790950040039",1,0,"2013",NA,2013,NA,2013,NA
"0790970010004",1,0,"2005",NA,2005,NA,2005,NA
"0790970020013",1,0,"2006",NA,2006,NA,2006,NA
"0790970020014",1,0,"2006",NA,2006,NA,2006,NA
"0790990010018",1,0,"2006",NA,2006,NA,2006,NA
"0791010050150",2,0,"2013",NA,2013,NA,2013,NA
"0791050010003",1,0,"2009",NA,2009,NA,2009,NA
"0791050020006",1,0,"2015",NA,2015,NA,2015,NA
"0791050020008",2,0,"2008, 2009",NA,2008,NA,2009,NA
"0791050040012",1,0,"2006",NA,2006,NA,2006,NA
"0791050040014",1,0,"2011",NA,2011,NA,2011,NA
"0791050040017",1,0,"2016",NA,2016,NA,2016,NA
"0791050040018",1,0,"2016",NA,2016,NA,2016,NA
"0791050040019",1,0,"2015",NA,2015,NA,2015,NA
"0791050040020",2,0,"2011",NA,2011,NA,2011,NA
"0791150020013",1,0,"2008",NA,2008,NA,2008,NA
"0791150030036",1,0,"2006",NA,2006,NA,2006,NA
"0791150030051",1,0,"2006",NA,2006,NA,2006,NA
"0791150040056",1,0,"2006",NA,2006,NA,2006,NA
"0791150040059",1,0,"2006",NA,2006,NA,2006,NA
"0791150040064",1,0,"2006",NA,2006,NA,2006,NA
"0791150040065",1,0,"2006",NA,2006,NA,2006,NA
"0791150040067",1,0,"2006",NA,2006,NA,2006,NA
"0791150040068",1,0,"2006",NA,2006,NA,2006,NA
"0791150060085",1,0,"2006",NA,2006,NA,2006,NA
"0791150060086",1,0,"2006",NA,2006,NA,2006,NA
"0791150070087",1,0,"2006",NA,2006,NA,2006,NA
"0791150070102",1,0,"2006",NA,2006,NA,2006,NA
"0791150070103",1,0,"2006",NA,2006,NA,2006,NA
"0791150080108",1,0,"2006",NA,2006,NA,2006,NA
"0791150080110",1,0,"2006",NA,2006,NA,2006,NA
"0791150090125",1,0,"2006",NA,2006,NA,2006,NA
"0791150090127",1,0,"2006",NA,2006,NA,2006,NA
"0791150090130",1,0,"2006",NA,2006,NA,2006,NA
"0791150090142",1,0,"2006",NA,2006,NA,2006,NA
"0791150100146",1,0,"2006",NA,2006,NA,2006,NA
"0791150100151",1,0,"2006",NA,2006,NA,2006,NA
"0791150110167",1,0,"2006",NA,2006,NA,2006,NA
"0791150110168",1,0,"2006",NA,2006,NA,2006,NA
"0791150110170",1,0,"2006",NA,2006,NA,2006,NA
"0791150110171",1,0,"2006",NA,2006,NA,2006,NA
"0791150110172",1,0,"2006",NA,2006,NA,2006,NA
"0791150110179",1,0,"2006",NA,2006,NA,2006,NA
"0791170020006",1,0,"2016",NA,2016,NA,2016,NA
"0791190030010",1,0,"2008",NA,2008,NA,2008,NA
"0791190030016",1,0,"2009",NA,2009,NA,2009,NA
"0791190050027",1,0,"2009",NA,2009,NA,2009,NA
"0791190050032",1,0,"2015",NA,2015,NA,2015,NA
"0791190060038",1,0,"2015",NA,2015,NA,2015,NA
"0791190070044",1,0,"2011",NA,2011,NA,2011,NA
"0791210000006",2,0,"2011",NA,2011,NA,2011,NA
"0791230010004",1,0,"2015",NA,2015,NA,2015,NA
"0791230030083",1,1,"2009","2009",2009,2009,2009,2009
"0791230070179",1,0,"2011",NA,2011,NA,2011,NA
"0791270010009",1,0,"2015",NA,2015,NA,2015,NA
"0791270010011",1,0,"2015",NA,2015,NA,2015,NA
"0791290020013",1,0,"2014",NA,2014,NA,2014,NA
"0791290020030",1,0,"2015",NA,2015,NA,2015,NA
"0791290030046",1,0,"2015",NA,2015,NA,2015,NA
"0791290050083",1,0,"2015",NA,2015,NA,2015,NA
"0791290050087",1,0,"2016",NA,2016,NA,2016,NA
"0791290050102",1,0,"2013",NA,2013,NA,2013,NA
"0791290050103",1,0,"2015",NA,2015,NA,2015,NA
"0791290060114",1,0,"2015",NA,2015,NA,2015,NA
"0791290060125",1,0,"2009",NA,2009,NA,2009,NA
"0791300080147",1,0,"2009",NA,2009,NA,2009,NA
"0791300080148",1,0,"2014",NA,2014,NA,2014,NA
"0791300080149",1,0,"2009",NA,2009,NA,2009,NA
"0791300080154",1,0,"2007",NA,2007,NA,2007,NA
"0791300090161",1,0,"2006",NA,2006,NA,2006,NA
"0791300100176",1,0,"2007",NA,2007,NA,2007,NA
"0791300100180",1,0,"2014",NA,2014,NA,2014,NA
"0791300100182",1,0,"2013",NA,2013,NA,2013,NA
"0791300110184",1,0,"2008",NA,2008,NA,2008,NA
"0791300110188",1,0,"2008",NA,2008,NA,2008,NA
"0791300110194",1,0,"2014",NA,2014,NA,2014,NA
"0791300110199",1,0,"2013",NA,2013,NA,2013,NA
"0791300110200",1,0,"2008",NA,2008,NA,2008,NA
"0791300120207",1,0,"2012",NA,2012,NA,2012,NA
"0791300120209",1,0,"2009",NA,2009,NA,2009,NA
"0791300130002",1,0,"2016",NA,2016,NA,2016,NA
"0791310010008",1,0,"2016",NA,2016,NA,2016,NA
"0791310010017",1,0,"2008",NA,2008,NA,2008,NA
"0791310020013",1,0,"2013",NA,2013,NA,2013,NA
"0791310030011",1,0,"2014",NA,2014,NA,2014,NA
"0791310030017",1,0,"2012",NA,2012,NA,2012,NA
"0791310040010",1,0,"2007",NA,2007,NA,2007,NA
"0791330020004",1,0,"2014",NA,2014,NA,2014,NA
"0791330020013",1,0,"2012",NA,2012,NA,2012,NA
"0791370030027",1,0,"2012",NA,2012,NA,2012,NA
"0791370030030",1,0,"2012",NA,2012,NA,2012,NA
"0791390030006",1,0,"2014",NA,2014,NA,2014,NA
"0791390030020",2,0,"2012, 2013",NA,2012,NA,2013,NA
"0791410010006",1,0,"2013",NA,2013,NA,2013,NA
"0791410020024",1,0,"2011",NA,2011,NA,2011,NA
"0791410050137",1,0,"2010",NA,2010,NA,2010,NA
"0791450010005",1,0,"2015",NA,2015,NA,2015,NA
"0791450030007",1,0,"2006",NA,2006,NA,2006,NA
"0791470010007",1,0,"2011",NA,2011,NA,2011,NA
"0791490020009",1,0,"2005",NA,2005,NA,2005,NA
"0791490040002",1,0,"2009",NA,2009,NA,2009,NA
"0791490040004",1,0,"2007",NA,2007,NA,2007,NA
"0791490040011",1,0,"2006",NA,2006,NA,2006,NA
"0791500010004",1,0,"2008",NA,2008,NA,2008,NA
"0791500020003",1,0,"2013",NA,2013,NA,2013,NA
"0791500020004",1,0,"2008",NA,2008,NA,2008,NA
"0791530050013",1,0,"2013",NA,2013,NA,2013,NA
"0791530060023",1,0,"2010",NA,2010,NA,2010,NA
"0791530100005",1,0,"2006",NA,2006,NA,2006,NA
"0791530140054",1,0,"2012",NA,2012,NA,2012,NA
"0791560110008",1,0,"2005",NA,2005,NA,2005,NA
"0791560160007",1,0,"2011",NA,2011,NA,2011,NA
"0791570010037",1,0,"2013",NA,2013,NA,2013,NA
"0791730180023",0,1,NA,"2013",NA,2013,NA,2013
"0791730230003",1,0,"2006",NA,2006,NA,2006,NA
"0791730260016",1,0,"2013",NA,2013,NA,2013,NA
"0791730260020",1,0,"2009",NA,2009,NA,2009,NA
"0791730270050",1,0,"2012",NA,2012,NA,2012,NA
"0791730300009",1,0,"2011",NA,2011,NA,2011,NA
"0791770010005",2,0,"2008",NA,2008,NA,2008,NA
"0791770010006",1,0,"2011",NA,2011,NA,2011,NA
"0791770010008",1,0,"2006",NA,2006,NA,2006,NA
"0791770010019",1,0,"2012",NA,2012,NA,2012,NA
"0791770010020",1,0,"2008",NA,2008,NA,2008,NA
"0791770010023",1,0,"2008",NA,2008,NA,2008,NA
"0791770010025",2,0,"2008",NA,2008,NA,2008,NA
"0791770010037",1,0,"2016",NA,2016,NA,2016,NA
"0791770020050",1,0,"2006",NA,2006,NA,2006,NA
"0791770020061",2,0,"2008",NA,2008,NA,2008,NA
"0800090000003",1,0,"2012",NA,2012,NA,2012,NA
"0800090000004",1,0,"2007",NA,2007,NA,2007,NA
"0800090000006",1,0,"2008",NA,2008,NA,2008,NA
"0800100000011",1,0,"2013",NA,2013,NA,2013,NA
"0800110000014",1,0,"2010",NA,2010,NA,2010,NA
"0800220000337",1,0,"2009",NA,2009,NA,2009,NA
"0800260000374",1,0,"2011",NA,2011,NA,2011,NA
"0800260000377",1,0,"2012",NA,2012,NA,2012,NA
"0800420000002",1,0,"2007",NA,2007,NA,2007,NA
"0800420000003",1,0,"2007",NA,2007,NA,2007,NA
"0800460000003",1,0,"2015",NA,2015,NA,2015,NA
"0800460000004",1,0,"2006",NA,2006,NA,2006,NA
"0800500000017",1,0,"2008",NA,2008,NA,2008,NA
"0800500000018",1,0,"2009",NA,2009,NA,2009,NA
"0800500000019",1,0,"2007",NA,2007,NA,2007,NA
"0800500000020",1,0,"2009",NA,2009,NA,2009,NA
"0800540000002",1,0,"2008",NA,2008,NA,2008,NA
"0800540000006",1,0,"2012",NA,2012,NA,2012,NA
"0800540000008",1,0,"2006",NA,2006,NA,2006,NA
"0800540000009",1,0,"2008",NA,2008,NA,2008,NA
"0800540000011",1,0,"2006",NA,2006,NA,2006,NA
"0800550000007",1,0,"2015",NA,2015,NA,2015,NA
"0800550000016",1,0,"2007",NA,2007,NA,2007,NA
"0800550000020",1,0,"2009",NA,2009,NA,2009,NA
"0800550000023",1,0,"2014",NA,2014,NA,2014,NA
"0800560000003",1,0,"2013",NA,2013,NA,2013,NA
"0800560000005",1,0,"2007",NA,2007,NA,2007,NA
"0800560000011",1,0,"2014",NA,2014,NA,2014,NA
"0800560000016",1,0,"2013",NA,2013,NA,2013,NA
"0800570000002",1,0,"2005",NA,2005,NA,2005,NA
"0800570000007",1,0,"2015",NA,2015,NA,2015,NA
"0800570000008",1,0,"2013",NA,2013,NA,2013,NA
"0800570000010",1,0,"2007",NA,2007,NA,2007,NA
"0800570000012",1,0,"2006",NA,2006,NA,2006,NA
"0800570000015",1,0,"2012",NA,2012,NA,2012,NA
"0800580000001",1,0,"2009",NA,2009,NA,2009,NA
"0800590000004",1,0,"2011",NA,2011,NA,2011,NA
"0800590000006",1,0,"2009",NA,2009,NA,2009,NA
"0800590000007",1,0,"2010",NA,2010,NA,2010,NA
"0800590000008",1,0,"2005",NA,2005,NA,2005,NA
"0800590000012",1,0,"2005",NA,2005,NA,2005,NA
"0800600000013",1,0,"2008",NA,2008,NA,2008,NA
"0800600000014",1,0,"2006",NA,2006,NA,2006,NA
"0800600000015",1,0,"2014",NA,2014,NA,2014,NA
"0800600000017",1,0,"2013",NA,2013,NA,2013,NA
"0800600000019",1,0,"2013",NA,2013,NA,2013,NA
"0800600000021",1,0,"2014",NA,2014,NA,2014,NA
"0800610000030",1,0,"2008",NA,2008,NA,2008,NA
"0800610000031",1,0,"2015",NA,2015,NA,2015,NA
"0800620000037",1,0,"2013",NA,2013,NA,2013,NA
"0800620000039",1,0,"2006",NA,2006,NA,2006,NA
"0800630000044",1,0,"2006",NA,2006,NA,2006,NA
"0800670000018",1,0,"2012",NA,2012,NA,2012,NA
"0800750000002",1,0,"2013",NA,2013,NA,2013,NA
"0800760000006",1,0,"2011",NA,2011,NA,2011,NA
"0800760000007",1,0,"2013",NA,2013,NA,2013,NA
"0800760000008",1,0,"2011",NA,2011,NA,2011,NA
"0800760000009",1,0,"2012",NA,2012,NA,2012,NA
"0800760000011",1,0,"2012",NA,2012,NA,2012,NA
"0800780000003",1,0,"2012",NA,2012,NA,2012,NA
"0800780000005",1,0,"2012",NA,2012,NA,2012,NA
"0800780000006",1,0,"2012",NA,2012,NA,2012,NA
