,account,permitID,agencyID,permitStatus,desc,stateClass,permitType,propertyType,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
,account,permitID,ERROR: KEY NOT FOUND,ERROR: KEY NOT FOUND,desc,ERROR: KEY NOT FOUND,permitTypeDesc,ERROR: KEY NOT FOUND,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
708,92660000003,1330349,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,10/23/2012,2013,6122,NA,WASHINGTON,NA,AV,NA
709,100030000019,1215585,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/06/2010,2011,3519,NA,SIMMONS,NA,ST,NA
710,100080000001,1137727,CITY OF HOUSTON,Complete,DEMO APT /SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,02/28/2008,2009,6501,NA,ALMEDA,NA,RD,RES-1
711,100100000037,1409784,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,07/22/2014,2015,6302,NA,BOWLING GREEN,NA,ST,NA
712,100130000020,1256053,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/31/2011,2012,6655,NA,ARDMORE,NA,ST,NA
713,101480220001,1317483,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,07/05/2012,2013,2950,NA,KIRBY,NA,DR,NA
714,101490290004,1307069,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/18/2012,2014,2615,NA,KIPLING,NA,ST,NA
715,101490290006,1307074,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/18/2012,2013,2623,NA,KIPLING,NA,ST,NA
716,101490290006,1307079,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/18/2012,2013,2619,NA,KIPLING,NA,ST,NA
717,101490290006,1307103,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,04/19/2012,2013,2627,NA,KIPLING,NA,ST,NA
718,101620000008,1170478,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/22/2008,2009,3125,NA,TRULLEY,NA,ST,NA
719,101630000003,1354285,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/24/2013,2014,2206,NA,VELASCO,NA,ST,NA
720,101630000003,1354287,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/24/2013,2014,2204,NA,VELASCO,NA,ST,NA
721,101650000025,1377337,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/07/2013,2014,1206,NA,MONTROSE,NA,BL,NA
722,101660000013,1172948,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/24/2008,2009,1203,NA,MONTROSE,NA,BL,NA
723,101690000005,1217203,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/29/2010,2011,5901,NA,SCHULER,NA,ST,NA
725,101810000046,4,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/14/2013,2015,5204,NA,MAXIE,NA,ST,NA
726,101810000048,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/22/2011,2012,5231,NA,EIGEL,NA,ST,NA
727,101820000053,1299197,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/09/2012,2013,5222,NA,EIGEL,NA,ST,B
728,101820000055,1299198,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/09/2012,2013,5226,NA,EIGEL,NA,ST,NA
729,101830000111,1362687,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/15/2013,2014,1612,NA,DETERING,NA,ST,NA
733,101840000213,3,CITY OF HOUSTON,Complete,DEMO RESIDENCE/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/13/2012,2013,5312,NA,INKER,NA,ST,NA
734,101840000214,3,CITY OF HOUSTON,Complete,DEMO RESIDENCE/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/13/2012,2013,5312,NA,INKER,NA,ST,NA
735,101850000198,1280688,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/05/2011,2012,5337,NA,NOLDA,NA,ST,NA
737,101850000210,1268230,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/26/2011,2012,5315,NA,NOLDA,NA,ST,NA
738,101850000251,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/05/2011,2012,5337,NA,NOLDA,NA,ST,NA
740,101860000279,1208736,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/27/2009,2010,5310,NA,NOLDA,NA,ST,NA
741,101860000291,1423769,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/10/2014,2015,5336,NA,NOLDA,NA,ST,NA
742,101860000302,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/10/2014,2015,5336,NA,NOLDA,NA,ST,NA
743,101920000618,1295645,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/06/2012,2013,5338,NA,CORNISH,NA,ST,NA
744,101930000626,1188310,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/04/2009,2010,5341,NA,LARKIN,NA,ST,NA
745,101930000640,1125828,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/07/2007,2008,5311,NA,LARKIN,NA,ST,NA
746,101930000645,1313946,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/25/2012,2013,5307,NA,LARKIN,NA,ST,NA
747,101930000663,1426540,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/10/2014,2016,5223,NA,LARKIN,NA,ST,NA
748,101930000692,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/25/2012,2013,5307,NA,LARKIN,NA,ST,NA
749,101930000699,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/04/2013,2015,5205,NA,LARKIN,NA,ST,NA
750,101930000904,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/09/2014,2015,5333,NA,LARKIN,NA,ST,NA
751,101930000905,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/09/2014,2015,5333,NA,LARKIN,NA,ST,NA
753,101940000681,1417487,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/18/2014,2015,5208,NA,LARKIN,NA,ST,NA
754,101950000751,1329014,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/15/2012,2013,5315,NA,DARLING,NA,ST,NA
755,101950000752,1329013,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/15/2012,2013,5313,NA,DARLING,NA,ST,NA
756,101950000753,1409689,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/21/2014,2015,5311,NA,DARLING,NA,ST,NA
758,101950000762,1423338,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/04/2014,2015,5241,NA,DARLING,NA,ST,NA
759,101950000768,1248753,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/01/2010,2011,5231,NA,DARLING,NA,ST,NA
760,101950000770,1248733,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/01/2010,2011,5229,NA,DARLING,NA,ST,NA
761,101950000776,1123231,CITY OF HOUSTON,Complete,RES DEMO / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/13/2007,2008,5217,NA,DARLING,NA,ST,NA
762,101950000778,1342130,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/06/2013,2014,5211,NA,DARLING,NA,ST,NA
764,101950000787,1385062,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/22/2014,2015,2211,NA,DETERING,NA,ST,NA
765,101950000787,1391391,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC NEEDED,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/10/2014,2015,2211,NA,DETERING,NA,ST,NA
766,101950000789,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/01/2010,2011,5231,NA,DARLING,NA,ST,NA
767,101950000790,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/01/2010,2011,5231,NA,DARLING,NA,ST,NA
768,101960000795,1307611,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/25/2012,2013,5218,NA,DARLING,NA,ST,NA
769,101960000801,1395087,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/01/2014,2015,5224,NA,DARLING,NA,ST,NA
770,101960000805,1169034,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC NOT REQUIRED,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/01/2008,2009,5230,NA,DARLING,NA,ST,NA
771,101960000825,1427109,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/18/2014,2015,5328,NA,DARLING,NA,ST,NA
777,101970000853,1296629,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/23/2012,2014,5327,NA,PETTY,NA,ST,NA
778,101970000853,1423768,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/10/2014,2015,5327,NA,PETTY,NA,ST,NA
779,101970000855,1348771,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/09/2013,2014,5325,NA,PETTY,NA,ST,NA
781,101970000874,1296952,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/27/2012,2013,5229,NA,PETTY,NA,ST,NA
782,101970000903,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/23/2012,2014,5327,NA,PETTY,NA,ST,NA
783,101970000903,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/10/2014,2015,5327,NA,PETTY,NA,ST,NA
785,101980000929,1392072,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/18/2014,2015,5320,NA,PETTY,NA,ST,NA
786,101980000935,1341941,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/04/2013,2014,5330,NA,PETTY,NA,ST,NA
787,101980000965,1427076,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/17/2014,2016,5248,NA,PETTY,NA,ST,NA
788,101980000970,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/28/2013,2014,5324,NA,PETTY,NA,ST,NA
789,101980000971,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/28/2013,2014,5324,NA,PETTY,NA,ST,NA
790,101980000972,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/18/2014,2015,5320,NA,PETTY,NA,ST,NA
791,101990000971,1378885,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/26/2013,2014,5307,NA,KIAM,NA,ST,NA
792,101990000979,1324600,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/20/2012,2013,5235,NA,KIAM,NA,ST,NA
793,101990000983,1275017,CITY OF HOUSTON,Complete,DEMO,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/21/2011,2013,5213,NA,KIAM,NA,ST,NA
794,101990001004,4,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/20/2012,2013,5235,NA,KIAM,NA,ST,NA
795,101990001006,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/26/2013,2014,5307,NA,KIAM,NA,ST,NA
796,102000000013,1373330,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/04/2013,2014,2514,NA,DETERING,NA,ST,NA
798,102000000095,1427518,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/23/2014,2016,2510,NA,DETERING,NA,ST,NA
799,102010000088,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/03/2013,2014,5337,NA,KANSAS,NA,ST,NA
800,102010000089,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/03/2013,2014,5337,NA,KANSAS,NA,ST,NA
801,102010000090,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/03/2013,2014,5337,NA,KANSAS,NA,ST,NA
802,102010000091,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/03/2013,2014,5337,NA,KANSAS,NA,ST,NA
803,102020000124,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/22/2011,2012,5324,NA,KANSAS,NA,ST,NA
804,102020000125,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/22/2011,2012,5324,NA,KANSAS,NA,ST,NA
805,102030000129,1378809,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/26/2013,2015,5335,NA,EGBERT,NA,ST,NA
806,102060000056,1352695,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/07/2013,2014,5432,NA,NOLDA,NA,ST,NA
807,102120000320,1205866,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/25/2009,2010,5504,NA,CORNISH,NA,ST,NA
808,102120000323,1392590,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/26/2014,2015,5510,NA,CORNISH,NA,ST,NA
809,102120000332,1416586,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/04/2014,2015,5528,NA,CORNISH,NA,ST,NA
810,102130000038,1136629,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC.,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/13/2008,2009,5432,NA,LARKIN,NA,ST,NA
812,102130000040,1136626,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC.,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/13/2008,2009,2208,NA,RADCLIFFE,NA,ST,NA
815,102130000089,3,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC.,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/13/2008,2009,2208,NA,RADCLIFFE,NA,ST,NA
816,102140000074,1385566,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/29/2014,2015,5416,NA,DARLING,NA,ST,NA
817,102140000081,1427107,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/18/2014,2016,5422,NA,DARLING,NA,ST,NA
819,102140000115,1335917,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/17/2012,2013,5408,NA,PETTY,NA,ST,NA
821,102140000151,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/30/2009,2010,5429,NA,PETTY,NA,ST,NA
822,102140000152,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/30/2009,2010,5429,NA,PETTY,NA,ST,NA
823,102140000153,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/17/2012,2013,5408,NA,PETTY,NA,ST,NA
824,102140000154,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/06/2013,2014,5432,NA,PETTY,NA,ST,NA
825,102140000155,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/06/2013,2014,5432,NA,PETTY,NA,ST,NA
826,102140000156,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/16/2013,2014,5406,NA,DARLING,NA,ST,NA
827,102140000157,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/16/2013,2014,5406,NA,DARLING,NA,ST,NA
830,102150000170,1346193,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/11/2013,2016,5434,NA,KIAM,NA,ST,NA
831,102160000226,1363374,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/22/2013,2014,5514,NA,KIAM,NA,ST,NA
832,102160000242,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/10/2010,2011,5523,NA,KANSAS,NA,ST,NA
833,102160000243,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/10/2010,2011,5523,NA,KANSAS,NA,ST,NA
834,102160000244,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/22/2013,2014,5510,NA,KIAM,NA,ST,NA
835,102160000245,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/22/2013,2014,5510,NA,KIAM,NA,ST,NA
836,102160000246,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/22/2013,2014,5514,NA,KIAM,NA,ST,NA
837,102160000247,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/22/2013,2014,5514,NA,KIAM,NA,ST,NA
840,102170000267,1414347,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/19/2014,2015,5510,NA,PETTY,NA,ST,NA
841,102170000269,1125305,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/30/2007,2008,5512,NA,PETTY,NA,ST,NA
842,102170000273,1126519,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/25/2007,2008,5516,NA,PETTY,NA,ST,NA
844,102170000277,1126964,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/05/2007,2008,5526,NA,PETTY,NA,ST,NA
845,102170000279,1358663,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/27/2013,2014,5528,NA,PETTY,NA,ST,NA
848,102170000293,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/05/2007,2008,5526,NA,PETTY,NA,ST,NA
849,102180000309,1260970,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/22/2011,2012,5502,NA,DARLING,NA,ST,NA
850,102180000311,1164994,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/13/2008,2009,5504,NA,DARLING,NA,ST,NA
853,102180000323,1426392,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/08/2014,2015,5530,NA,DARLING,NA,ST,NA
855,102180000336,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/18/2014,2015,5513,NA,PETTY,NA,ST,NA
856,102180000337,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/18/2014,2015,5513,NA,PETTY,NA,ST,NA
857,102180000338,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/18/2014,2015,5513,NA,PETTY,NA,ST,NA
867,102190000446,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/26/2007,2008,5517,NA,DARLING,NA,ST,NA
868,102190000447,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/26/2007,2008,5517,NA,DARLING,NA,ST,NA
869,102190000449,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/03/2013,2014,5508,NA,LARKIN,NA,ST,NA
870,102210000429,1391489,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/11/2014,2015,5612,NA,LARKIN,NA,ST,NA
