,account,permitID,agencyID,permitStatus,desc,stateClass,permitType,propertyType,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
,account,permitID,ERROR: KEY NOT FOUND,ERROR: KEY NOT FOUND,desc,ERROR: KEY NOT FOUND,permitTypeDesc,ERROR: KEY NOT FOUND,issueDate,year,siteNo,sitePrefix,siteStreet,siteType,siteSuffix,siteApt
16727,770870060025,1125312,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/30/2007,2008,5330,NA,FAIRDALE,NA,LN,NA
16728,770870070006,1165103,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/15/2008,2009,5345,NA,FAIRDALE,NA,LN,NA
16729,770870110001,1280194,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/01/2011,2012,5461,NA,LAMPASAS,NA,ST,NA
16730,770870110003,1346684,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/18/2013,2014,5445,NA,LAMPASAS,NA,ST,NA
16731,770870110006,1269070,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/06/2011,2012,5425,NA,LAMPASAS,NA,ST,NA
16732,770870110013,1165642,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/25/2008,2009,5402,NA,FAIRDALE,NA,LN,NA
16734,770870120002,1329659,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/23/2012,2013,5545,NA,NAVARRO,NA,ST,NA
16735,770870120003,1414220,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/18/2014,2015,5539,NA,NAVARRO,NA,ST,NA
16736,770870120004,1125509,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/12/2007,2008,5533,NA,NAVARRO,NA,ST,NA
16737,770870120005,1235828,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/28/2010,2011,5529,NA,NAVARRO,NA,ST,NA
16738,770870120006,1318418,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/18/2012,2013,5525,NA,NAVARRO,NA,ST,NA
16739,770870120008,1414221,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/18/2014,2015,5513,NA,NAVARRO,NA,ST,NA
16740,770870120010,1126786,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/20/2007,2008,5501,NA,NAVARRO,NA,ST,NA
16741,770870120011,1318444,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/19/2012,2013,5437,NA,NAVARRO,NA,ST,NA
16742,770870120014,1,CITY OF HOUSTON,Complete,Demolition,Condo - Without Improvements,Residential Demolition,Real Property Other Mineral Reserves,08/05/2003,2005,5425,NA,NAVARRO,ST,NA,NA
16743,770870120022,1341769,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/01/2013,2014,5410,NA,LAMPASAS,NA,ST,NA
16744,770870120030,1400842,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/15/2014,2015,5442,NA,LAMPASAS,NA,ST,NA
16745,770870120031,1135292,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/25/2008,2009,5446,NA,LAMPASAS,NA,ST,NA
16746,770870120034,1235276,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/18/2010,2011,5458,NA,LAMPASAS,NA,ST,NA
16747,770870210009,1237899,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/29/2010,2011,5510,NA,DOLORES,NA,ST,NA
16748,770870210010,1237962,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/30/2010,2011,5514,NA,DOLORES,NA,ST,NA
16751,770870220008,1126659,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/08/2007,2008,3205,NA,MCCULLOCH,NA,CI,NA
16753,770870220024,1126509,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/24/2007,2008,5530,NA,NAVARRO,NA,ST,NA
16754,770870220028,1125193,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/12/2007,2008,5546,NA,NAVARRO,NA,ST,NA
16755,770870220029,1380703,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/13/2013,2014,5550,NA,NAVARRO,NA,ST,NA
16756,770870240002,1310394,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/30/2012,2013,5525,NA,FAIRDALE,NA,LN,NA
16757,770870240011,1347203,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/22/2013,2014,5510,NA,MCCULLOCH,NA,CI,NA
16758,770870250011,1234576,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,06/09/2010,2011,5520,NA,RICHMOND,NA,AV,NA
16759,770890030001,1399816,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/05/2014,2015,3602,NA,ALSACE,NA,ST,NA
16760,770900050020,1147025,CITY OF HOUSTON,Complete,DEMO RES/CARPORT ONLY,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/27/2008,2009,3727,NA,LUCA,NA,ST,NA
16761,770900200013,1125192,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/12/2007,2008,3714,NA,WARD,NA,ST,NA
16762,770900200017,1417823,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/23/2014,2015,3730,NA,WARD,NA,ST,NA
16763,770900210021,1127002,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/11/2007,2008,3727,NA,IDAHO,NA,ST,NA
16764,770900210034,1,CITY OF HOUSTON,Complete,Demolition,Condo - Without Improvements,Residential Demolition,Real Property Other Mineral Reserves,08/18/2003,2005,3611,NA,IDAHO,ST,NA,NA
16768,770910010016,1,ERROR: KEY NOT FOUND,Complete,Demolition,Condo - Without Improvements,Residential Demolition,Real Property Other Mineral Reserves,12/31/2003,2005,4507,NA,HOLLY,ST,NA,NA
16784,770990010008,1263587,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/29/2011,2012,4006,NA,BENNINGTON,NA,ST,NA
16785,770990020019,1347016,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/21/2013,2014,3902,NA,LUMBER,NA,LN,NA
16788,771010080010,1236912,CITY OF HOUSTON,Complete,RESIDENTIAL REPAIRS PER SPEC. LIST,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/13/2010,2013,5338,NA,KEYSTONE,NA,ST,NA
16789,771010090008,1125588,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/27/2007,2008,6031,NA,BEEKMAN,NA,RD,NA
16790,771020080024,1143200,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/07/2008,2009,5315,NA,DEWBERRY,NA,ST,NA
16791,771020090035,1369237,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/12/2013,2014,6311,NA,BEEKMAN,NA,RD,NA
16793,771020110025,1385212,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/23/2014,2015,5275,NA,PERRY,NA,ST,NA
16794,771020120034,1426767,CITY OF HOUSTON,Incomplete,INT DEMO OF WALL COVERING 06 IRC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/01/2014,2016,5215,NA,COSBY,NA,ST,NA
16795,771020130016,1185638,CITY OF HOUSTON,Complete,DEMO CARPORT NO SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/15/2009,2010,5262,NA,COSBY,NA,ST,NA
16798,771030020052,1307319,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/23/2012,2013,5143,NA,ENYART,NA,ST,NA
16800,771030060141,1126789,CITY OF HOUSTON,Complete,DEMO RES-GARAGE/NO SEWER DISC REQUIRED GARAGE ONLY,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/21/2007,2008,5146,NA,HULL,NA,ST,NA
16801,771030080187,1126794,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/21/2007,2008,4910,NA,YELLOWSTONE,NA,BL,NA
16803,771030130338,1427664,CITY OF HOUSTON,Incomplete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/30/2014,2016,5015,NA,BALKIN,NA,ST,NA
16804,771030140372,1427668,CITY OF HOUSTON,Incomplete,DEMO RES / SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/30/2014,2016,5015,NA,ENYART,NA,ST,NA
16807,771040220538,1174545,CITY OF HOUSTON,Complete,DEMO RES GARAGE ONLY/NO SEWER DISC REQ,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/03/2008,2009,4902,NA,ANDREA,NA,ST,NA
16809,771040250612,1306956,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/17/2012,2013,5010,NA,IDAHO,NA,ST,NA
16810,771050010005,1127400,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/31/2007,2008,7307,NA,PHILIBERT,NA,LN,NA
16812,771110040001,1303038,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/14/2012,2013,5710,NA,YALE,NA,ST,NA
16822,771170010010,1347439,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/26/2013,2014,5302,NA,PALMETTO,NA,ST,NA
16823,771210010009,1186654,CITY OF HOUSTON,Complete,DEMO BLD/NO SEWER DISC REQ (WEST BLD),ERROR: KEY NOT FOUND,Commercial Demolition,ERROR: KEY NOT FOUND,01/16/2009,2010,6903,NA,LONG POINT,NA,RD,BLD1
16824,771210040001,1122929,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC.,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/10/2007,2008,7327,NA,RATON,NA,ST,NA
16825,771210040002,1417967,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/25/2014,2015,7323,NA,RATON,NA,ST,NA
16826,771210040003,1423991,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/13/2014,2015,7319,NA,RATON,NA,ST,NA
16828,771210060001,1125553,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/20/2007,2008,7323,NA,LONG POINT,NA,RD,NA
16829,771210090003,1194782,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/12/2009,2010,7415,NA,RATON,NA,ST,NA
16830,771210090003,1427994,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/04/2014,2015,7415,NA,RATON,NA,ST,NA
16832,771220030013,1406789,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,06/19/2014,2015,1614,NA,AFTON,NA,ST,NA
16833,771220100001,1424374,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/19/2014,2015,7215,NA,DEARBORN,NA,ST,NA
16834,771220100007,1409338,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/16/2014,2015,7111,NA,DEARBORN,NA,ST,NA
16835,771220100008,1409339,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/16/2014,2015,7107,NA,DEARBORN,NA,ST,NA
16836,771220130001,1123565,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/19/2007,2008,7011,NA,HOUSMAN,NA,ST,NA
16837,771220130021,1189307,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/19/2009,2010,6710,NA,SCHILLER,NA,ST,NA
16838,771220130022,1408616,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/08/2014,2015,6714,NA,SCHILLER,NA,ST,NA
16839,771220130023,1408617,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/08/2014,2015,6718,NA,SCHILLER,NA,ST,NA
16840,771220140003,1409341,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/16/2014,2015,7011,NA,SCHILLER,NA,ST,NA
16842,771220140012,1410117,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/25/2014,2015,6815,NA,SCHILLER,NA,ST,NA
16843,771220150005,1401593,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/23/2014,2015,7207,NA,SCHILLER,NA,ST,NA
16844,771220150011,1427641,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,12/29/2014,2016,7103,NA,SCHILLER,NA,ST,NA
16846,771230020017,1228414,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/21/2010,2011,10743,NA,ROYAL PINE,NA,DR,NA
16848,771250000004,1143587,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/14/2008,2009,915,NA,PLEASANTVILLE,NA,DR,NA
16849,771260010014,1345681,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/05/2013,2014,1515,NA,PLEASANTVILLE,NA,DR,NA
16850,771260040028,1373237,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/04/2013,2014,1511,NA,TEANAWAY,NA,LN,NA
16851,771260040034,1263591,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/29/2011,2012,1427,NA,TEANAWAY,NA,LN,NA
16855,771260120020,1345815,CITY OF HOUSTON,Complete,DEMO GARG/ NO SEWER DISC NEEDED,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/06/2013,2014,1139,NA,SILVERDALE,NA,ST,NA
16866,771330040032,1421747,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC ON PJ#99017967,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/28/2014,2015,4109,NA,LARKSPUR,NA,ST,NA
16868,771330060031,1391931,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/17/2014,2015,4113,NA,CLOVER,NA,ST,NA
16869,771330070020,1191784,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/27/2009,2010,4213,NA,MALLOW,NA,ST,NA
16871,771350020011,1,ERROR: KEY NOT FOUND,Complete,DWG DEMO,Condo - Without Improvements,Residential Demolition,ERROR: KEY NOT FOUND,02/04/2010,2010,4713,NA,PLAAG,NA,ST,NA
16885,771510020024,1308323,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/03/2012,2013,515,NA,THREE CORNERS,NA,DR,NA
16888,771530120213,1364264,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/25/2013,2014,8142,NA,LOCKSLEY,NA,RD,NA
16889,771530130235,1160656,CITY OF HOUSTON,Complete,DEMO/RES SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/02/2008,2009,8205,NA,LOCKSLEY,NA,RD,NA
16891,771550000030,1362251,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/10/2013,2015,2819,NA,HITCHCOCK,NA,ST,NA
16892,771590050096,1127445,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/06/2007,2008,2614,NA,CHARLES,NA,RD,NA
16901,771610020009,1,CITY OF BELLAIRE,Complete,DEMO,Condo - High Rise,Residential Demolition,ERROR: KEY NOT FOUND,03/14/2012,2013,4924,NA,MAPLE,ST,NA,NA
16902,771660130143,2,ERROR: KEY NOT FOUND,Complete,FIRE DAMAGE RPR.,Condo - High Rise,Residential Demolition,ERROR: KEY NOT FOUND,03/22/2012,2015,6701,NA,MARIOSA,ST,NA,NA
16903,771670030003,1282499,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC REQUIRED FOR GARAGE,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/01/2011,2013,6322,NA,JIM,NA,ST,NA
16905,771690010016,2,ERROR: KEY NOT FOUND,Complete,DEMO,Condo - High Rise,Residential Demolition,ERROR: KEY NOT FOUND,02/19/2009,2009,4812,NA,TAMARISK,NA,ST,NA
16912,771690020029,2,ERROR: KEY NOT FOUND,Complete,DEMO,Condo - High Rise,Residential Demolition,ERROR: KEY NOT FOUND,02/19/2009,2009,4800,NA,WEDGEWOOD,NA,DR,NA
16914,771690030008,1,ERROR: KEY NOT FOUND,Complete,DEMO,Condo - Without Improvements,Residential Demolition,ERROR: KEY NOT FOUND,02/19/2009,2009,4715,NA,WEDGEWOOD,NA,DR,NA
16918,771730010005,1421318,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/21/2014,2015,4013,NA,WOODHAVEN,NA,ST,NA
16919,771730010006,1125391,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/15/2007,2008,4017,NA,WOODHAVEN,NA,ST,NA
16922,771730010019,1125392,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/15/2007,2008,4129,NA,WOODHAVEN,NA,ST,NA
16923,771730010023,1125390,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/15/2007,2008,4145,NA,WOODHAVEN,NA,ST,NA
16926,771730020046,1366370,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/08/2013,2014,4126,NA,WOODHAVEN,NA,ST,NA
16927,771730020050,1421316,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/21/2014,2015,4110,NA,WOODHAVEN,NA,ST,NA
16929,771730020052,1306831,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC  (GARAGE ONLY),ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/17/2012,2013,4102,NA,WOODHAVEN,NA,ST,NA
16930,771730020056,1229459,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/05/2010,2011,4026,NA,WOODHAVEN,NA,ST,NA
16931,771730020063,1199630,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,07/16/2009,2010,4005,NA,WOODCRAFT,NA,ST,NA
16932,771730020079,1392269,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/20/2014,2015,4129,NA,WOODCRAFT,NA,ST,NA
16933,771730020080,1348603,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,04/08/2013,2014,4133,NA,WOODCRAFT,NA,ST,NA
16934,771730030042,1368697,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/06/2013,2014,10613,NA,BASSOON,NA,DR,NA
16935,771730050136,1139770,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/26/2008,2009,4034,NA,WOODSHIRE,NA,ST,NA
16936,771730080001,1354880,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/24/2013,2014,4109,NA,WOODHAVEN,NA,ST,NA
16937,771740090220,1389504,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,02/12/2014,2015,4124,NA,WOODFOX,NA,ST,NA
16939,771740110354,1421317,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/21/2014,2015,4029,NA,NENANA,NA,DR,NA
16940,771740110357,1138055,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,03/03/2008,2009,4041,NA,NENANA,NA,DR,NA
16941,771740120368,1212128,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,11/04/2009,2010,10209,NA,WOODWIND,NA,DR,NA
16942,771740130266,1413913,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/12/2014,2015,10313,NA,OBOE,NA,DR,NA
16943,771740130267,1185922,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,01/21/2009,2010,10309,NA,OBOE,NA,DR,NA
16945,771740140249,1370054,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,09/23/2013,2016,10205,NA,BASSOON,NA,DR,NA
16946,771740140260,1421319,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,10/21/2014,2015,10314,NA,OBOE,NA,DR,NA
16947,771740300663,1354607,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,05/30/2013,2014,9910,NA,OBOE,NA,DR,NA
16950,771770030005,1240999,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/13/2010,2011,923,NA,AHRENS,NA,ST,NA
16951,771770040026,1165618,CITY OF HOUSTON,Complete,DEMO RES STORAGE BLD/ NO SEWER DISC,ERROR: KEY NOT FOUND,Residential Demolition,ERROR: KEY NOT FOUND,08/25/2008,2009,946,NA,AHRENS,NA,ST,NA
